text,labels,multi_hot
Join the resistance and reclaim our future.,"[""emotional_framing"", ""propaganda_style_language""]","[1, 0, 0, 1]"
The latest smartphone model features improved battery life.!,"[""emotional_framing""]","[1, 0, 0, 0]"
Don't be fooled by foreign propaganda machines. - witness report,"[""emotional_framing"", ""propaganda_style_language"", ""vague_or_unsupported_claims""]","[1, 0, 1, 1]"
An educational fair will be held downtown this weekend.,[],"[0, 0, 0, 0]"
"Temperatures are expected to drop over the weekend., say sources","[""vague_or_unsupported_claims""]","[0, 0, 1, 0]"
This is our last chance to defend our values. (details inside),"[""absolutist_language"", ""emotional_framing"", ""propaganda_style_language""]","[1, 1, 0, 1]"
The book has topped bestseller charts for the third week. - report says,"[""vague_or_unsupported_claims""]","[0, 0, 1, 0]"
A local bakery was awarded for its traditional recipes.,[],"[0, 0, 0, 0]"
Sales increased by 5% compared to last quarter. (full story),[],"[0, 0, 0, 0]"
The media is run by traitors hiding the truth. - witness report,"[""emotional_framing"", ""propaganda_style_language"", ""vague_or_unsupported_claims""]","[1, 0, 1, 1]"
A new species of fish has been discovered in the Pacific. - unconfirmed,"[""vague_or_unsupported_claims""]","[0, 0, 1, 0]"
Their lies have gone unchallenged for too long.,"[""emotional_framing"", ""propaganda_style_language""]","[1, 0, 0, 1]"
They’ll destroy everything unless we stop them.!,"[""emotional_framing""]","[1, 0, 0, 0]"
City council approved a new zoning regulation. (details inside),"[""emotional_framing""]","[1, 0, 0, 0]"
Researchers published findings on the new vaccine trial.,[],"[0, 0, 0, 0]"
"If we don’t act now, our children will suffer. (details inside)","[""emotional_framing""]","[1, 0, 0, 0]"
The hiking trail reopened after seasonal closures. - report says,"[""vague_or_unsupported_claims""]","[0, 0, 1, 0]"
A rare astronomical event will be visible tonight. - report says,"[""vague_or_unsupported_claims""]","[0, 0, 1, 0]"
Temperatures are expected to drop over the weekend.!,"[""emotional_framing""]","[1, 0, 0, 0]"
Look how they twist facts to confuse the people. - breaking news,"[""emotional_framing"", ""propaganda_style_language""]","[1, 0, 0, 1]"
The library introduced a new digital lending system. - unconfirmed,"[""emotional_framing"", ""vague_or_unsupported_claims""]","[1, 0, 1, 0]"
An educational fair will be held downtown this weekend. - experts claim,"[""vague_or_unsupported_claims""]","[0, 0, 1, 0]"
The wildlife reserve reported an increase in bird species. - witness report,"[""emotional_framing"", ""vague_or_unsupported_claims""]","[1, 0, 1, 0]"
Join the resistance and reclaim our future. (details inside),"[""emotional_framing"", ""propaganda_style_language""]","[1, 0, 0, 1]"
A local bakery was awarded for its traditional recipes. - unconfirmed,"[""emotional_framing"", ""vague_or_unsupported_claims""]","[1, 0, 1, 0]"
Public schools will start offering free meals next term. - breaking news,"[""emotional_framing""]","[1, 0, 0, 0]"
The art exhibit opened to positive reviews from critics. (full story),[],"[0, 0, 0, 0]"
A new species of fish has been discovered in the Pacific.,"[""emotional_framing""]","[1, 0, 0, 0]"
A new species of fish has been discovered in the Pacific. - experts claim,"[""vague_or_unsupported_claims""]","[0, 0, 1, 0]"
"City council approved a new zoning regulation., say sources","[""vague_or_unsupported_claims""]","[0, 0, 1, 0]"
Stand up for your country or watch it fall. - unconfirmed,"[""emotional_framing"", ""propaganda_style_language"", ""vague_or_unsupported_claims""]","[1, 0, 1, 1]"
An educational fair will be held downtown this weekend. - witness report,"[""vague_or_unsupported_claims""]","[0, 0, 1, 0]"
"Temperatures are expected to drop over the weekend., say sources","[""vague_or_unsupported_claims""]","[0, 0, 1, 0]"
Volunteers helped clean up the beach on Saturday.,"[""emotional_framing""]","[1, 0, 0, 0]"
Let’s silence the lies with our unity.,"[""emotional_framing"", ""propaganda_style_language""]","[1, 0, 0, 1]"
The media is run by traitors hiding the truth.,"[""emotional_framing"", ""propaganda_style_language""]","[1, 0, 0, 1]"
The art exhibit opened to positive reviews from critics.,[],"[0, 0, 0, 0]"
History will remember this moment as our victory.,"[""emotional_framing""]","[1, 0, 0, 0]"
A new species of fish has been discovered in the Pacific.,[],"[0, 0, 0, 0]"
They’ll destroy everything unless we stop them.,"[""emotional_framing""]","[1, 0, 0, 0]"
The library introduced a new digital lending system.,[],"[0, 0, 0, 0]"
A software update is now available for all users.,[],"[0, 0, 0, 0]"
Stand up for your country or watch it fall.,"[""emotional_framing"", ""propaganda_style_language""]","[1, 0, 0, 1]"
A rare astronomical event will be visible tonight. (details inside),[],"[0, 0, 0, 0]"
Everyone knows the real agenda behind this move.,"[""absolutist_language"", ""propaganda_style_language""]","[0, 1, 0, 1]"
"The media is run by traitors hiding the truth., say sources","[""emotional_framing"", ""propaganda_style_language"", ""vague_or_unsupported_claims""]","[1, 0, 1, 1]"
Those who speak against us are enemies of progress.,"[""emotional_framing""]","[1, 0, 0, 0]"
This is our last chance to defend our values. - witness report,"[""absolutist_language"", ""emotional_framing"", ""propaganda_style_language"", ""vague_or_unsupported_claims""]","[1, 1, 1, 1]"
"Researchers published findings on the new vaccine trial., say sources","[""emotional_framing"", ""vague_or_unsupported_claims""]","[1, 0, 1, 0]"
Sales increased by 5% compared to last quarter.,[],"[0, 0, 0, 0]"
The media is run by traitors hiding the truth. (full story),"[""emotional_framing"", ""propaganda_style_language""]","[1, 0, 0, 1]"
City council approved a new zoning regulation. - report says,"[""vague_or_unsupported_claims""]","[0, 0, 1, 0]"
Volunteers helped clean up the beach on Saturday. - unconfirmed,"[""emotional_framing"", ""vague_or_unsupported_claims""]","[1, 0, 1, 0]"
"Sales increased by 5% compared to last quarter., say sources","[""emotional_framing"", ""vague_or_unsupported_claims""]","[1, 0, 1, 0]"
A rare astronomical event will be visible tonight.,[],"[0, 0, 0, 0]"
City council approved a new zoning regulation. - experts claim,"[""emotional_framing"", ""vague_or_unsupported_claims""]","[1, 0, 1, 0]"
Everyone knows the real agenda behind this move. (full story),"[""absolutist_language"", ""propaganda_style_language""]","[0, 1, 0, 1]"
A new species of fish has been discovered in the Pacific. - experts claim,"[""vague_or_unsupported_claims""]","[0, 0, 1, 0]"
The library introduced a new digital lending system.,"[""emotional_framing""]","[1, 0, 0, 0]"
Their lies have gone unchallenged for too long. (details inside),"[""emotional_framing"", ""propaganda_style_language""]","[1, 0, 0, 1]"
The latest smartphone model features improved battery life. - witness report,"[""vague_or_unsupported_claims""]","[0, 0, 1, 0]"
A software update is now available for all users. - witness report,"[""emotional_framing"", ""vague_or_unsupported_claims""]","[1, 0, 1, 0]"
Volunteers helped clean up the beach on Saturday. (details inside),"[""emotional_framing""]","[1, 0, 0, 0]"
"We are the majority, and we must act now.!","[""emotional_framing""]","[1, 0, 0, 0]"
City council approved a new zoning regulation. - experts claim,"[""vague_or_unsupported_claims""]","[0, 0, 1, 0]"
The latest smartphone model features improved battery life. - report says,"[""vague_or_unsupported_claims""]","[0, 0, 1, 0]"
He is the savior our nation has been waiting for.,"[""emotional_framing""]","[1, 0, 0, 0]"
A local bakery was awarded for its traditional recipes.,[],"[0, 0, 0, 0]"
History will remember this moment as our victory. - experts claim,"[""emotional_framing"", ""vague_or_unsupported_claims""]","[1, 0, 1, 0]"
The art exhibit opened to positive reviews from critics.,[],"[0, 0, 0, 0]"
Everyone knows the real agenda behind this move. - report says,"[""absolutist_language"", ""emotional_framing"", ""propaganda_style_language"", ""vague_or_unsupported_claims""]","[1, 1, 1, 1]"
Volunteers helped clean up the beach on Saturday.,[],"[0, 0, 0, 0]"
Their lies have gone unchallenged for too long. - unconfirmed,"[""emotional_framing"", ""propaganda_style_language"", ""vague_or_unsupported_claims""]","[1, 0, 1, 1]"
A rare astronomical event will be visible tonight.,[],"[0, 0, 0, 0]"
City council approved a new zoning regulation. - report says,"[""emotional_framing"", ""vague_or_unsupported_claims""]","[1, 0, 1, 0]"
Their lies have gone unchallenged for too long.,"[""emotional_framing"", ""propaganda_style_language""]","[1, 0, 0, 1]"
An educational fair will be held downtown this weekend.,[],"[0, 0, 0, 0]"
Researchers published findings on the new vaccine trial.,[],"[0, 0, 0, 0]"
"Everyone knows the real agenda behind this move., say sources","[""absolutist_language"", ""propaganda_style_language"", ""vague_or_unsupported_claims""]","[0, 1, 1, 1]"
Researchers published findings on the new vaccine trial. - experts claim,"[""emotional_framing"", ""vague_or_unsupported_claims""]","[1, 0, 1, 0]"
Everyone knows the real agenda behind this move. (details inside),"[""absolutist_language"", ""propaganda_style_language""]","[0, 1, 0, 1]"
No real citizen would oppose this measure.,"[""absolutist_language"", ""propaganda_style_language""]","[0, 1, 0, 1]"
City council approved a new zoning regulation. - experts claim,"[""vague_or_unsupported_claims""]","[0, 0, 1, 0]"
The wildlife reserve reported an increase in bird species.,[],"[0, 0, 0, 0]"
Those who speak against us are enemies of progress. - unconfirmed,"[""vague_or_unsupported_claims""]","[0, 0, 1, 0]"
True strength lies in unity under one vision. - witness report,"[""emotional_framing"", ""propaganda_style_language"", ""vague_or_unsupported_claims""]","[1, 0, 1, 1]"
Traffic was delayed due to maintenance on the highway.,[],"[0, 0, 0, 0]"
The art exhibit opened to positive reviews from critics.,"[""emotional_framing""]","[1, 0, 0, 0]"
Their lies have gone unchallenged for too long.!,"[""emotional_framing"", ""propaganda_style_language""]","[1, 0, 0, 1]"
Only a true patriot would support this plan.,"[""absolutist_language"", ""emotional_framing"", ""propaganda_style_language""]","[1, 1, 0, 1]"
Their lies have gone unchallenged for too long. (full story),"[""emotional_framing"", ""propaganda_style_language""]","[1, 0, 0, 1]"
This is our last chance to defend our values.,"[""absolutist_language"", ""emotional_framing"", ""propaganda_style_language""]","[1, 1, 0, 1]"
The hiking trail reopened after seasonal closures.,"[""emotional_framing""]","[1, 0, 0, 0]"
Look how they twist facts to confuse the people. - witness report,"[""emotional_framing"", ""propaganda_style_language"", ""vague_or_unsupported_claims""]","[1, 0, 1, 1]"
Temperatures are expected to drop over the weekend. - witness report,"[""vague_or_unsupported_claims""]","[0, 0, 1, 0]"
"The art exhibit opened to positive reviews from critics., say sources","[""vague_or_unsupported_claims""]","[0, 0, 1, 0]"
The concert has been postponed to next Friday. - unconfirmed,"[""vague_or_unsupported_claims""]","[0, 0, 1, 0]"
Only a true patriot would support this plan.,"[""absolutist_language"", ""emotional_framing"", ""propaganda_style_language""]","[1, 1, 0, 1]"
The latest smartphone model features improved battery life. - report says,"[""vague_or_unsupported_claims""]","[0, 0, 1, 0]"
Sales increased by 5% compared to last quarter. - witness report,"[""vague_or_unsupported_claims""]","[0, 0, 1, 0]"
The team won the championship after a close match. (details inside),"[""emotional_framing""]","[1, 0, 0, 0]"
No real citizen would oppose this measure. - report says,"[""absolutist_language"", ""emotional_framing"", ""propaganda_style_language"", ""vague_or_unsupported_claims""]","[1, 1, 1, 1]"
The library introduced a new digital lending system. - witness report,"[""emotional_framing"", ""vague_or_unsupported_claims""]","[1, 0, 1, 0]"
He is the savior our nation has been waiting for.,"[""emotional_framing""]","[1, 0, 0, 0]"
They want to control your thoughts with lies. - breaking news,"[""emotional_framing"", ""propaganda_style_language""]","[1, 0, 0, 1]"
Only a true patriot would support this plan. (details inside),"[""absolutist_language"", ""propaganda_style_language""]","[0, 1, 0, 1]"
"Everyone knows the real agenda behind this move., say sources","[""absolutist_language"", ""propaganda_style_language"", ""vague_or_unsupported_claims""]","[0, 1, 1, 1]"
History will remember this moment as our victory. (full story),"[""emotional_framing""]","[1, 0, 0, 0]"
They’ll destroy everything unless we stop them. - experts claim,"[""vague_or_unsupported_claims""]","[0, 0, 1, 0]"
The media is run by traitors hiding the truth. (details inside),"[""emotional_framing"", ""propaganda_style_language""]","[1, 0, 0, 1]"
The latest smartphone model features improved battery life. - report says,"[""vague_or_unsupported_claims""]","[0, 0, 1, 0]"
Volunteers helped clean up the beach on Saturday. - report says,"[""vague_or_unsupported_claims""]","[0, 0, 1, 0]"
A local bakery was awarded for its traditional recipes. (details inside),[],"[0, 0, 0, 0]"
History will remember this moment as our victory.,"[""emotional_framing""]","[1, 0, 0, 0]"
"The media is run by traitors hiding the truth., say sources","[""emotional_framing"", ""propaganda_style_language"", ""vague_or_unsupported_claims""]","[1, 0, 1, 1]"
